hotel_id,review_text_positive,review_text_negative,review_score,traveler_type
304,"""The staff is great and the rooms are clean, nice location""","""The everyday breakfast consists of fried eggs and a sausage""",10,Single
304,"""The location is good, especially if you prefer quieter areas. And the city is only a 15 minute walk away. Excellent and reliable WiFi. The staff are friendly.""","""Fixtures poorly installed—i.e. towel hanger slowly coming off the bathroom wall;""",7,Single
304,"""The room is clean.""","""Late breakfast""",5,Single
305,"""A comfortable orthopedic mattress is very important to me. The breakfast is at a good level.""","""The pastries were a little not fresh.""",10,Family
305,"""Staff, rooms""","""Breakfast can be improved""",9,Family
305,"""Nice hotel""","""Incompetent staff""",3,Couple
305,"""New furniture and cleanliness. Breakfast with a beautiful view.""","""The shower is broken, the water is barely warm. Besides, there was noise in the sewers all night.""",3,Couple
306,"""The room is large and the bed is comfortable""","""Breakfast is a little meager, it is advisable to dilute the assortment'",9,Single
306,"""Hotel in princepi in the center of the city, the location is good""","""The old interior""",9,Couple
306,"""The rooms are great, clean, cozy, and the beds are very comfortable""","""The location of the elevator is between the flights, it is not convenient to approach the elevator through the stairs with luggage, the corridors are very narrow""",5,Family
306,"""Polite staff.""","""The lack of hot water in the heat is terrible. The furniture is worn.""",4,Family
307,"""There are many places to eat nearby. The location is very good.""","""The sofas are a little worn, but these are small things.""",9,Couple
307,"""Early check-in is allowed, subject to availability of rooms.""","""The Internet is unstable.""",8,Single
307,"""Helpful and courteous staff""","""The room was not cleaned. The garbage was not taken out""",5,Family
307,"""It was quiet and peaceful. The staff is very polite, they offered different rooms to choose from.""","""Small parking lot, small old TV""",5,Couple
308,"""Clean, quiet, cozy.""","""The doors won't close from the inside. There is no security.""",9,Single
308,"""Nice staff, clean room, with good privacy for a hostel.""","""The room is slightly smaller than depicted in the pictures.""",8,Single
308,"""Excellent and extremely clean hotel. Everything is new and the facilities overall are fantastic. ""","""For me personally I don't feel that the wooden concertina doors are very secure. I had a lot of issues opening and closing a door with a very tricky lock. """,7,Single
308,"""The facilities are many and the new facility""","""The rooms are too small""",8,Single
309,"""Spacious rooms and a toilet!""","""Poor sound insulation""",9,Couple
309,"""the girls are friendly and it's good that the round-the-clock check-in""","""It's a little damp in the room, the rooms are outdated in general""",7,Single
309,"""The location is good""","""There is no ventilation""",5,Single
309,"""Large, clean bedroom, with a lovely large bathroom, although only one bedside lamp.""","""I thought that the sauna was included in the price. Evidently not. Hairdryer faulty.""",8,Family
309,"""Clean, room size is good, location is close to walk to places""","""Rooms are badly sound-proofed""",4,Couple
310,"""Superclean rooms and bathrooms have very comfortable showers and huge beds.""","""The receptionist did not speak English.""",7,Couple
311,"""What can be noted is the purity. The most interesting thing is that it is almost in the city center, and the prices are quite reasonable.""","""the breakfast is of the same type""",9,Family
311,"""It is very cozy, quiet, the staff is very friendly, the breakfast is hearty.""","""Parking fee is high""",8,Couple
311,"""A small, cozy hotel. The rooms are clean. We lived on the fifth floor, like in an attic, it was romantic.""","""The staff is rude and does not speak English.""",5,Family
312,"""The hotel is not bad for the price""","""The staff were rude""",8,Family
312,"""The Internet is fast and does not lag.""","""poor sound insulation""",7,Couple
312,"""The rooms have air conditioning and comfortable furniture.""","""The repair is simple. Wi-Fi is available, but weak.""",6,Family
313,"""the staff was always ready to help""","""It is located on the outskirts, although it was convenient for us.""",9,Couple
313,"""A great place for temporary accommodation""","""The breakfast is tasteless""",8,Family
313,"""The price is more than attractive.""","""Hot water was supplied intermittently. No one warned about her blackouts.""",6,Couple
314,"""the staff is top notch. Most importantly, it's very clean.""","""The breakfast is tasteless""",8,Family
314,"""The staff is friendly and Cooperative.""","""The problem with breakfast""",6,Couple
314,"""nice interior""","""rude staff """,5,Single
315,"""Great location, clean rooms, friendly staff. A good option for a stopover in the city center.""","""In some rooms Wi-FI is not working, the lack of breakfast""",8,Couple
315,"""The rooms are spacious and have everything you need. If something is wrong, they will always help you.""","""The lack of breakfast""",7,Couple
315,"""A quiet place in the city center, away from the road, near parks, squares, many cafes and shops""","""the cleanliness of the bathroom leaves much to be desired, there was an unpleasant smell in the room.""",6,Couple
315,"""The location is good""","""The staff, the hotel is old, the facilities are not done, you don't ask.""",4,Family
317,"""The hotel is located not so far from the city center, there are many shops and cafes nearby.""","""rude staff """,7,Family
317,"""Modern rooms, with an excellent mini bar, comfortable beds, you can get a good night's sleep.""","""problems with water""",8,Family
